timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,surviens,surviens,survient,surviens,surviens,survient,,,,
IND-IM,survenais,survenais,survenait,survenais,survenais,survenait,,,,
IND-FS,surviendrai,surviendras,surviendra,surviendrai,surviendras,surviendra,,,,
IND-PS,survins,survins,survint,survins,survins,survint,,,,
SUB-PR,survienne,surviennes,survienne,survienne,surviennes,survienne,,,,
SUB-IM,survinsse,survinsses,surv̨nt,survinsse,survinsses,surv̨nt,,,,
CON-PR,surviendrais,surviendrais,surviendrait,surviendrais,surviendrais,surviendrait,,,,
IMP-PR,,surviens,,,surviens,,,,,
PAR-PR,,,survenant,,,survenant,,,,
