1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:séduis,séduis,séduit,séduisons,séduisez,séduisent,,,,,,,,,,,,
indicatif imparfait:séduisais,séduisais,séduisait,séduisions,séduisiez,séduisaient,,,,,,,,,,,,
indicatif futur simple:séduirai,séduiras,séduira,séduirons,séduirez,séduiront,,,,,,,,,,,,
indicatif passé simple:séduisis,séduisis,séduisit,séduisîmes,séduisîtes,séduisirent,,,,,,,,,,,,
subjonctif présent:séduise,séduises,séduise,séduisions,séduisiez,séduisent,,,,,,,,,,,,
subjonctif imparfait:séduisisse,séduisisses,séduisît,séduisissions,séduisissiez,séduisissent,,,,,,,,,,,,
conditionnel présent:séduirais,séduirais,séduirait,séduirions,séduiriez,séduiraient,,,,,,,,,,,,
impératif présent:,séduis,,séduisons,séduisez,,,,,,,,,,,,,
participe présent:,,séduisant,,,,,,,,,,,,,,,
