timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,ressens,ressens,ressent,ressens,ressens,ressent,,,,
IND-IM,ressentais,ressentais,ressentait,ressentais,ressentais,ressentait,,,,
IND-FS,ressentirai,ressentiras,ressentira,ressentirai,ressentiras,ressentira,,,,
IND-PS,ressentis,ressentis,ressentit,ressentis,ressentis,ressentit,,,,
SUB-PR,ressente,ressentes,ressente,ressente,ressentes,ressente,,,,
SUB-IM,ressentisse,ressentisses,ressent̨t,ressentisse,ressentisses,ressent̨t,,,,
CON-PR,ressentirais,ressentirais,ressentirait,ressentirais,ressentirais,ressentirait,,,,
IMP-PR,,ressens,,,ressens,,,,,
PAR-PR,,,ressentant,,,ressentant,,,,
