1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:sers,sers,sert,servons,servez,servent,,,,,,,,,,,,
indicatif imparfait:servais,servais,servait,servions,serviez,servaient,,,,,,,,,,,,
indicatif futur simple:servirai,serviras,servira,servirons,servirez,serviront,,,,,,,,,,,,
indicatif passé simple:servis,servis,servit,servîmes,servîtes,servirent,,,,,,,,,,,,
subjonctif présent:serve,serves,serve,servions,serviez,servent,,,,,,,,,,,,
subjonctif imparfait:servisse,servisses,servÃ®t,servissions,servissiez,servissent,,,,,,,,,,,,
conditionnel présent:servirais,servirais,servirait,servirions,serviriez,serviraient,,,,,,,,,,,,
impératif présent:,sers,,servons,servez,,,,,,,,,,,,,
participe présent:,,servant,,,,,,,,,,,,,,,
