1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:récris,récris,récrit,récrivons,récrivez,récrivent,,,,,,,,,,,,
indicatif imparfait:récrivais,récrivais,récrivait,récrivions,récriviez,récrivaient,,,,,,,,,,,,
indicatif futur simple:récrirai,récriras,récrira,récrirons,récrirez,récriront,,,,,,,,,,,,
indicatif passé simple:récrivis,récrivis,récrivit,récrivîmes,récrivîtes,récrivirent,,,,,,,,,,,,
subjonctif présent:récrive,récrives,récrive,récrivions,récriviez,récrivent,,,,,,,,,,,,
subjonctif imparfait:récrivisse,récrivisses,récrivît,récrivissions,récrivissiez,récrivissent,,,,,,,,,,,,
conditionnel présent:récrirais,récrirais,récrirait,récririons,récririez,récriraient,,,,,,,,,,,,
impératif présent:,récris,,récrivons,récrivez,,,,,,,,,,,,,
participe présent:,,récrivant,,,,,,,,,,,,,,,
