1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:dors,dors,dort,dormons,dormez,dorment,,,,,,,,,,,,
indicatif imparfait:dormais,dormais,dormait,dormions,dormiez,dormaient,,,,,,,,,,,,
indicatif futur simple:dormirai,dormiras,dormira,dormirons,dormirez,dormiront,,,,,,,,,,,,
indicatif passé simple:dormis,dormis,dormit,dormîmes,dormîtes,dormirent,,,,,,,,,,,,
subjonctif présent:dorme,dormes,dorme,dormions,dormiez,dorment,,,,,,,,,,,,
subjonctif imparfait:dormisse,dormisses,dormÃ®t,dormissions,dormissiez,dormissent,,,,,,,,,,,,
conditionnel présent:dormirais,dormirais,dormirait,dormirions,dormiriez,dormiraient,,,,,,,,,,,,
impératif présent:,dors,,dormons,dormez,,,,,,,,,,,,,
participe présent:,,dormant,,,,,,,,,,,,,,,
