1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:parfais,parfais,parfait,parfaisons,parfaites,parfont,,,,,,,,,,,,
indicatif imparfait:parfaisais,parfaisais,parfaisait,parfaisions,parfaisiez,parfaisaient,,,,,,,,,,,,
indicatif futur simple:parferai,parferas,parfera,parferons,parferez,parferont,,,,,,,,,,,,
indicatif passé simple:parfis,parfis,parfit,parfîmes,parfîtes,parfirent,,,,,,,,,,,,
subjonctif présent:parfasse,parfasses,parfasse,parfassions,parfassiez,parfassent,,,,,,,,,,,,
subjonctif imparfait:parfisse,parfisses,parfÃ®t,parfissions,parfissiez,parfissent,,,,,,,,,,,,
conditionnel présent:parferais,parferais,parferait,parferions,parferiez,parferaient,,,,,,,,,,,,
impératif présent:,parfais,,parfaisons,parfaites,,,,,,,,,,,,,
participe présent:,,parfaisant,,,,,,,,,,,,,,,
