1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:revis,revis,revit,revivons,revivez,revivent,,,,,,,,,,,,
indicatif imparfait:revivais,revivais,revivait,revivions,reviviez,revivaient,,,,,,,,,,,,
indicatif futur simple:revivrai,revivras,revivra,revivrons,revivrez,revivront,,,,,,,,,,,,
indicatif passé simple:revécus,revécus,revécut,revécûmes,revécûtes,revécurent,,,,,,,,,,,,
subjonctif présent:revive,revives,revive,revivions,reviviez,revivent,,,,,,,,,,,,
subjonctif imparfait:revécusse,revécusses,revécût,revécussions,revécussiez,revécussent,,,,,,,,,,,,
conditionnel présent:revivrais,revivrais,revivrait,revivrions,revivriez,revivraient,,,,,,,,,,,,
impératif présent:,revis,,revivons,revivez,,,,,,,,,,,,,
participe présent:,,revivant,,,,,,,,,,,,,,,
