timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,sursois,sursois,sursoit,sursois,sursois,sursoit,,,,
IND-IM,sursoyais,sursoyais,sursoyait,sursoyais,sursoyais,sursoyait,,,,
IND-FS,surseoirai,surseoiras,surseoira,surseoirai,surseoiras,surseoira,,,,
IND-PS,sursis,sursis,sursit,sursis,sursis,sursit,,,,
SUB-PR,sursoie,sursoies,sursoie,sursoie,sursoies,sursoie,,,,
SUB-IM,sursisse,sursisses,surs̨t,sursisse,sursisses,surs̨t,,,,
CON-PR,surseoirais,surseoirais,surseoirait,surseoirais,surseoirais,surseoirait,,,,
IMP-PR,,sursois,,,sursois,,,,,
PAR-PR,,,sursoyant,,,sursoyant,,,,
