1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:poursuis,poursuis,poursuit,poursuivons,poursuivez,poursuivent,,,,,,,,,,,,
indicatif imparfait:poursuivais,poursuivais,poursuivait,poursuivions,poursuiviez,poursuivaient,,,,,,,,,,,,
indicatif futur simple:poursuivrai,poursuivras,poursuivra,poursuivrons,poursuivrez,poursuivront,,,,,,,,,,,,
indicatif passé simple:poursuivis,poursuivis,poursuivit,poursuivîmes,poursuivîtes,poursuivirent,,,,,,,,,,,,
subjonctif présent:poursuive,poursuives,poursuive,poursuivions,poursuiviez,poursuivent,,,,,,,,,,,,
subjonctif imparfait:poursuivisse,poursuivisses,poursuivÃ®t,poursuivissions,poursuivissiez,poursuivissent,,,,,,,,,,,,
conditionnel présent:poursuivrais,poursuivrais,poursuivrait,poursuivrions,poursuivriez,poursuivraient,,,,,,,,,,,,
impératif présent:,poursuis,,poursuivons,poursuivez,,,,,,,,,,,,,
participe présent:,,poursuivant,,,,,,,,,,,,,,,
