1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:refonds,refonds,refond,refondons,refondez,refondent,,,,,,,,,,,,
indicatif imparfait:refondais,refondais,refondait,refondions,refondiez,refondaient,,,,,,,,,,,,
indicatif futur simple:refondrai,refondras,refondra,refondrons,refondrez,refondront,,,,,,,,,,,,
indicatif passé simple:refondis,refondis,refondit,refondîmes,refondîtes,refondirent,,,,,,,,,,,,
subjonctif présent:refonde,refondes,refonde,refondions,refondiez,refondent,,,,,,,,,,,,
subjonctif imparfait:refondisse,refondisses,refondÃ®t,refondissions,refondissiez,refondissent,,,,,,,,,,,,
conditionnel présent:refondrais,refondrais,refondrait,refondrions,refondriez,refondraient,,,,,,,,,,,,
impératif présent:,refonds,,refondons,refondez,,,,,,,,,,,,,
participe présent:,,refondant,,,,,,,,,,,,,,,
