1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:surprends,surprends,surprend,surprenons,surprenez,surprennent,,,,,,,,,,,,
indicatif imparfait:surprenais,surprenais,surprenait,surprenions,surpreniez,surprenaient,,,,,,,,,,,,
indicatif futur simple:surprendrai,surprendras,surprendra,surprendrons,surprendrez,surprendront,,,,,,,,,,,,
indicatif passé simple:surpris,surpris,surprit,surprîmes,surprîtes,surprirent,,,,,,,,,,,,
subjonctif présent:surprenne,surprennes,surprenne,surprenions,surpreniez,surprennent,,,,,,,,,,,,
subjonctif imparfait:surprisse,surprisses,surprÃ®t,surprissions,surprissiez,surprissent,,,,,,,,,,,,
conditionnel présent:surprendrais,surprendrais,surprendrait,surprendrions,surprendriez,surprendraient,,,,,,,,,,,,
impératif présent:,surprends,,surprenons,surprenez,,,,,,,,,,,,,
participe présent:,,surprenant,,,,,,,,,,,,,,,
