1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:conjoins,conjoins,conjoint,conjoignons,conjoignez,conjoignent,,,,,,,,,,,,
indicatif imparfait:conjoignais,conjoignais,conjoignait,conjoignions,conjoigniez,conjoignaient,,,,,,,,,,,,
indicatif futur simple:conjoindrai,conjoindras,conjoindra,conjoindrons,conjoindrez,conjoindront,,,,,,,,,,,,
indicatif passé simple:conjoignis,conjoignis,conjoignit,conjoignîmes,conjoignîtes,conjoignirent,,,,,,,,,,,,
subjonctif présent:conjoigne,conjoignes,conjoigne,conjoignions,conjoigniez,conjoignent,,,,,,,,,,,,
subjonctif imparfait:conjoignisse,conjoignisses,conjoignÃ®t,conjoignissions,conjoignissiez,conjoignissent,,,,,,,,,,,,
conditionnel présent:conjoindrais,conjoindrais,conjoindrait,conjoindrions,conjoindriez,conjoindraient,,,,,,,,,,,,
impératif présent:,conjoins,,conjoignons,conjoignez,,,,,,,,,,,,,
participe présent:,,conjoignant,,,,,,,,,,,,,,,
