1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:suspends,suspends,suspend,suspendons,suspendez,suspendent,,,,,,,,,,,,
indicatif imparfait:suspendais,suspendais,suspendait,suspendions,suspendiez,suspendaient,,,,,,,,,,,,
indicatif futur simple:suspendrai,suspendras,suspendra,suspendrons,suspendrez,suspendront,,,,,,,,,,,,
indicatif passé simple:suspendis,suspendis,suspendit,suspendîmes,suspendîtes,suspendirent,,,,,,,,,,,,
subjonctif présent:suspende,suspendes,suspende,suspendions,suspendiez,suspendent,,,,,,,,,,,,
subjonctif imparfait:suspendisse,suspendisses,suspendÃ®t,suspendissions,suspendissiez,suspendissent,,,,,,,,,,,,
conditionnel présent:suspendrais,suspendrais,suspendrait,suspendrions,suspendriez,suspendraient,,,,,,,,,,,,
impératif présent:,suspends,,suspendons,suspendez,,,,,,,,,,,,,
participe présent:,,suspendant,,,,,,,,,,,,,,,
