timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,assaille,assailles,assaille,assaille,assailles,assaille,,,,
IND-IM,assaillais,assaillais,assaillait,assaillais,assaillais,assaillait,,,,
IND-FS,assaillirai,assailliras,assaillira,assaillirai,assailliras,assaillira,,,,
IND-PS,assaillis,assaillis,assaillit,assaillis,assaillis,assaillit,,,,
SUB-PR,assaille,assailles,assaille,assaille,assailles,assaille,,,,
SUB-IM,assaillisse,assaillisses,assaill̨t,assaillisse,assaillisses,assaill̨t,,,,
CON-PR,assaillirais,assaillirais,assaillirait,assaillirais,assaillirais,assaillirait,,,,
IMP-PR,,assaille,,,assaille,,,,,
PAR-PR,,,assaillant,,,assaillant,,,,
