timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,adjoins,adjoins,adjoint,adjoins,adjoins,adjoint,,,,
IND-IM,adjoignais,adjoignais,adjoignait,adjoignais,adjoignais,adjoignait,,,,
IND-FS,adjoindrai,adjoindras,adjoindra,adjoindrai,adjoindras,adjoindra,,,,
IND-PS,adjoignis,adjoignis,adjoignit,adjoignis,adjoignis,adjoignit,,,,
SUB-PR,adjoigne,adjoignes,adjoigne,adjoigne,adjoignes,adjoigne,,,,
SUB-IM,adjoignisse,adjoignisses,adjoign̨t,adjoignisse,adjoignisses,adjoign̨t,,,,
CON-PR,adjoindrais,adjoindrais,adjoindrait,adjoindrais,adjoindrais,adjoindrait,,,,
IMP-PR,,adjoins,,,adjoins,,,,,
PAR-PR,,,adjoignant,,,adjoignant,,,,
