1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:assaille,assailles,assaille,assaillons,assaillez,assaillent,,,,,,,,,,,,
indicatif imparfait:assaillais,assaillais,assaillait,assaillions,assailliez,assaillaient,,,,,,,,,,,,
indicatif futur simple:assaillirai,assailliras,assaillira,assaillirons,assaillirez,assailliront,,,,,,,,,,,,
indicatif passé simple:assaillis,assaillis,assaillit,assaillîmes,assaillîtes,assaillirent,,,,,,,,,,,,
subjonctif présent:assaille,assailles,assaille,assaillions,assailliez,assaillent,,,,,,,,,,,,
subjonctif imparfait:assaillisse,assaillisses,assaillÃ®t,assaillissions,assaillissiez,assaillissent,,,,,,,,,,,,
conditionnel présent:assaillirais,assaillirais,assaillirait,assaillirions,assailliriez,assailliraient,,,,,,,,,,,,
impératif présent:,assaille,,assaillons,assaillez,,,,,,,,,,,,,
participe présent:,,assaillant,,,,,,,,,,,,,,,
