1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:interromps,interromps,interrompt,interrompons,interrompez,interrompent,,,,,,,,,,,,
indicatif imparfait:interrompais,interrompais,interrompait,interrompions,interrompiez,interrompaient,,,,,,,,,,,,
indicatif futur simple:interromprai,interrompras,interrompra,interromprons,interromprez,interrompront,,,,,,,,,,,,
indicatif passé simple:interrompis,interrompis,interrompit,interrompîmes,interrompîtes,interrompirent,,,,,,,,,,,,
subjonctif présent:interrompe,interrompes,interrompe,interrompions,interrompiez,interrompent,,,,,,,,,,,,
subjonctif imparfait:interrompisse,interrompisses,interrompÃ®t,interrompissions,interrompissiez,interrompissent,,,,,,,,,,,,
conditionnel présent:interromprais,interromprais,interromprait,interromprions,interrompriez,interrompraient,,,,,,,,,,,,
impératif présent:,interromps,,interrompons,interrompez,,,,,,,,,,,,,
participe présent:,,interrompant,,,,,,,,,,,,,,,
