1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:appartiens,appartiens,appartient,appartenons,appartenez,appartiennent,,,,,,,,,,,,
indicatif imparfait:appartenais,appartenais,appartenait,appartenions,apparteniez,appartenaient,,,,,,,,,,,,
indicatif futur simple:appartiendrai,appartiendras,appartiendra,appartiendrons,appartiendrez,appartiendront,,,,,,,,,,,,
indicatif passé simple:appartins,appartins,appartint,appartînmes,appartîntes,appartinrent,,,,,,,,,,,,
subjonctif présent:appartienne,appartiennes,appartienne,appartenions,apparteniez,appartiennent,,,,,,,,,,,,
subjonctif imparfait:appartinsse,appartinsses,appartÃ®nt,appartinssions,appartinssiez,appartinssent,,,,,,,,,,,,
conditionnel présent:appartiendrais,appartiendrais,appartiendrait,appartiendrions,appartiendriez,appartiendraient,,,,,,,,,,,,
impératif présent:,appartiens,,appartenons,appartenez,,,,,,,,,,,,,
participe présent:,,appartenant,,,,,,,,,,,,,,,
