timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,teins,teins,teint,teins,teins,teint,,,,
IND-IM,teignais,teignais,teignait,teignais,teignais,teignait,,,,
IND-FS,teindrai,teindras,teindra,teindrai,teindras,teindra,,,,
IND-PS,teignis,teignis,teignit,teignis,teignis,teignit,,,,
SUB-PR,teigne,teignes,teigne,teigne,teignes,teigne,,,,
SUB-IM,teignisse,teignisses,teign̨t,teignisse,teignisses,teign̨t,,,,
CON-PR,teindrais,teindrais,teindrait,teindrais,teindrais,teindrait,,,,
IMP-PR,,teins,,,teins,,,,,
PAR-PR,,,teignant,,,teignant,,,,
