1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:rouvre,rouvres,rouvre,rouvrons,rouvrez,rouvrent,,,,,,,,,,,,
indicatif imparfait:rouvrais,rouvrais,rouvrait,rouvrions,rouvriez,rouvraient,,,,,,,,,,,,
indicatif futur simple:rouvrirai,rouvriras,rouvrira,rouvrirons,rouvrirez,rouvriront,,,,,,,,,,,,
indicatif passé simple:rouvris,rouvris,rouvrit,rouvrîmes,rouvrîtes,rouvrirent,,,,,,,,,,,,
subjonctif présent:rouvre,rouvres,rouvre,rouvrions,rouvriez,rouvrent,,,,,,,,,,,,
subjonctif imparfait:rouvrisse,rouvrisses,rouvrÃ®t,rouvrissions,rouvrissiez,rouvrissent,,,,,,,,,,,,
conditionnel présent:rouvrirais,rouvrirais,rouvrirait,rouvririons,rouvririez,rouvriraient,,,,,,,,,,,,
impératif présent:,rouvre,,rouvrons,rouvrez,,,,,,,,,,,,,
participe présent:,,rouvrant,,,,,,,,,,,,,,,
