1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:produis,produis,produit,produisons,produisez,produisent,,,,,,,,,,,,
indicatif imparfait:produisais,produisais,produisait,produisions,produisiez,produisaient,,,,,,,,,,,,
indicatif futur simple:produirai,produiras,produira,produirons,produirez,produiront,,,,,,,,,,,,
indicatif passé simple:produisis,produisis,produisit,produisîmes,produisîtes,produisirent,,,,,,,,,,,,
subjonctif présent:produise,produises,produise,produisions,produisiez,produisent,,,,,,,,,,,,
subjonctif imparfait:produisisse,produisisses,produisÃ®t,produisissions,produisissiez,produisissent,,,,,,,,,,,,
conditionnel présent:produirais,produirais,produirait,produirions,produiriez,produiraient,,,,,,,,,,,,
impératif présent:,produis,,produisons,produisez,,,,,,,,,,,,,
participe présent:,,produisant,,,,,,,,,,,,,,,
