1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:circonscris,circonscris,circonscrit,circonscrivons,circonscrivez,circonscrivent,,,,,,,,,,,,
indicatif imparfait:circonscrivais,circonscrivais,circonscrivait,circonscrivions,circonscriviez,circonscrivaient,,,,,,,,,,,,
indicatif futur simple:circonscrirai,circonscriras,circonscrira,circonscrirons,circonscrirez,circonscriront,,,,,,,,,,,,
indicatif passé simple:circonscrivis,circonscrivis,circonscrivit,circonscrivîmes,circonscrivîtes,circonscrivirent,,,,,,,,,,,,
subjonctif présent:circonscrive,circonscrives,circonscrive,circonscrivions,circonscriviez,circonscrivent,,,,,,,,,,,,
subjonctif imparfait:circonscrivisse,circonscrivisses,circonscrivÃ®t,circonscrivissions,circonscrivissiez,circonscrivissent,,,,,,,,,,,,
conditionnel présent:circonscrirais,circonscrirais,circonscrirait,circonscririons,circonscririez,circonscriraient,,,,,,,,,,,,
impératif présent:,circonscris,,circonscrivons,circonscrivez,,,,,,,,,,,,,
participe présent:,,circonscrivant,,,,,,,,,,,,,,,
