timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,parviens,parviens,parvient,parviens,parviens,parvient,,,,
IND-IM,parvenais,parvenais,parvenait,parvenais,parvenais,parvenait,,,,
IND-FS,parviendrai,parviendras,parviendra,parviendrai,parviendras,parviendra,,,,
IND-PS,parvins,parvins,parvint,parvins,parvins,parvint,,,,
SUB-PR,parvienne,parviennes,parvienne,parvienne,parviennes,parvienne,,,,
SUB-IM,parvinsse,parvinsses,parv̨nt,parvinsse,parvinsses,parv̨nt,,,,
CON-PR,parviendrais,parviendrais,parviendrait,parviendrais,parviendrais,parviendrait,,,,
IMP-PR,,parviens,,,parviens,,,,,
PAR-PR,,,parvenant,,,parvenant,,,,
