1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:meus,meus,meut,mouvons,mouvez,meuvent,,,,,,,,,,,,
indicatif imparfait:mouvais,mouvais,mouvait,mouvions,mouviez,mouvaient,,,,,,,,,,,,
indicatif futur simple:mouvrai,mouvras,mouvra,mouvrons,mouvrez,mouvront,,,,,,,,,,,,
indicatif passé simple:mus,mus,mut,mûmes,mûtes,murent,,,,,,,,,,,,
subjonctif présent:meuve,meuves,meuve,mouvions,mouviez,meuvent,,,,,,,,,,,,
subjonctif imparfait:musse,musses,mÃ»t,mussions,mussiez,mussent,,,,,,,,,,,,
conditionnel présent:mouvrais,mouvrais,mouvrait,mouvrions,mouvriez,mouvraient,,,,,,,,,,,,
impératif présent:,meus,,mouvons,mouvez,,,,,,,,,,,,,
participe présent:,,mouvant,,,,,,,,,,,,,,,
