1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:déteins,déteins,déteint,déteignons,déteignez,déteignent,,,,,,,,,,,,
indicatif imparfait:déteignais,déteignais,déteignait,déteignions,déteigniez,déteignaient,,,,,,,,,,,,
indicatif futur simple:déteindrai,déteindras,déteindra,déteindrons,déteindrez,déteindront,,,,,,,,,,,,
indicatif passé simple:déteignis,déteignis,déteignit,déteignîmes,déteignîtes,déteignirent,,,,,,,,,,,,
subjonctif présent:déteigne,déteignes,déteigne,déteignions,déteigniez,déteignent,,,,,,,,,,,,
subjonctif imparfait:déteignisse,déteignisses,déteignît,déteignissions,déteignissiez,déteignissent,,,,,,,,,,,,
conditionnel présent:déteindrais,déteindrais,déteindrait,déteindrions,déteindriez,déteindraient,,,,,,,,,,,,
impératif présent:,déteins,,déteignons,déteignez,,,,,,,,,,,,,
participe présent:,,déteignant,,,,,,,,,,,,,,,
