timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,recouds,recouds,recoud,recouds,recouds,recoud,,,,
IND-IM,recousais,recousais,recousait,recousais,recousais,recousait,,,,
IND-FS,recoudrai,recoudras,recoudra,recoudrai,recoudras,recoudra,,,,
IND-PS,recousis,recousis,recousit,recousis,recousis,recousit,,,,
SUB-PR,recouse,recouses,recouse,recouse,recouses,recouse,,,,
SUB-IM,recousisse,recousisses,recous̨t,recousisse,recousisses,recous̨t,,,,
CON-PR,recoudrais,recoudrais,recoudrait,recoudrais,recoudrais,recoudrait,,,,
IMP-PR,,recouds,,,recouds,,,,,
PAR-PR,,,recousant,,,recousant,,,,
