1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:découds,découds,découd,décousons,décousez,décousent,,,,,,,,,,,,
indicatif imparfait:décousais,décousais,décousait,décousions,décousiez,décousaient,,,,,,,,,,,,
indicatif futur simple:découdrai,découdras,découdra,découdrons,découdrez,découdront,,,,,,,,,,,,
indicatif passé simple:décousis,décousis,décousit,décousîmes,décousîtes,décousirent,,,,,,,,,,,,
subjonctif présent:découse,découses,découse,décousions,décousiez,décousent,,,,,,,,,,,,
subjonctif imparfait:décousisse,décousisses,décousît,décousissions,décousissiez,décousissent,,,,,,,,,,,,
conditionnel présent:découdrais,découdrais,découdrait,découdrions,découdriez,découdraient,,,,,,,,,,,,
impératif présent:,découds,,décousons,décousez,,,,,,,,,,,,,
participe présent:,,décousant,,,,,,,,,,,,,,,
