timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,transcris,transcris,transcrit,transcris,transcris,transcrit,,,,
IND-IM,transcrivais,transcrivais,transcrivait,transcrivais,transcrivais,transcrivait,,,,
IND-FS,transcrirai,transcriras,transcrira,transcrirai,transcriras,transcrira,,,,
IND-PS,transcrivis,transcrivis,transcrivit,transcrivis,transcrivis,transcrivit,,,,
SUB-PR,transcrive,transcrives,transcrive,transcrive,transcrives,transcrive,,,,
SUB-IM,transcrivisse,transcrivisses,transcriv̨t,transcrivisse,transcrivisses,transcriv̨t,,,,
CON-PR,transcrirais,transcrirais,transcrirait,transcrirais,transcrirais,transcrirait,,,,
IMP-PR,,transcris,,,transcris,,,,,
PAR-PR,,,transcrivant,,,transcrivant,,,,
