timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,obtiens,obtiens,obtient,obtiens,obtiens,obtient,,,,
IND-IM,obtenais,obtenais,obtenait,obtenais,obtenais,obtenait,,,,
IND-FS,obtiendrai,obtiendras,obtiendra,obtiendrai,obtiendras,obtiendra,,,,
IND-PS,obtins,obtins,obtint,obtins,obtins,obtint,,,,
SUB-PR,obtienne,obtiennes,obtienne,obtienne,obtiennes,obtienne,,,,
SUB-IM,obtinsse,obtinsses,obt̨nt,obtinsse,obtinsses,obt̨nt,,,,
CON-PR,obtiendrais,obtiendrais,obtiendrait,obtiendrais,obtiendrais,obtiendrait,,,,
IMP-PR,,obtiens,,,obtiens,,,,,
PAR-PR,,,obtenant,,,obtenant,,,,
