1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:échoit/échet,échoient/échéent,,,,,,,,,,,,,,,,
indicatif imparfait:échoyait,échoyaient,,,,,,,,,,,,,,,,
indicatif futur simple:échoira/écherra,échoiront/écherront,,,,,,,,,,,,,,,,
indicatif passé simple:échut,échurent,,,,,,,,,,,,,,,,
subjonctif présent:échoie,échoient,,,,,,,,,,,,,,,,
subjonctif imparfait:échût,échussent,,,,,,,,,,,,,,,,
conditionnel présent:échoirait/écherrait,échoiraient/écherraient,,,,,,,,,,,,,,,,
impératif présent:,,,,,,,,,,,,,,,,,
participe présent:,,échéant,,,,,,,,,,,,,,,
