1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:surproduis,surproduis,surproduit,surproduisons,surproduisez,surproduisent,,,,,,,,,,,,
indicatif imparfait:surproduisais,surproduisais,surproduisait,surproduisions,surproduisiez,surproduisaient,,,,,,,,,,,,
indicatif futur simple:surproduirai,surproduiras,surproduira,surproduirons,surproduirez,surproduiront,,,,,,,,,,,,
indicatif passé simple:surproduisis,surproduisis,surproduisit,surproduisîmes,surproduisîtes,surproduisirent,,,,,,,,,,,,
subjonctif présent:surproduise,surproduises,surproduise,surproduisions,surproduisiez,surproduisent,,,,,,,,,,,,
subjonctif imparfait:surproduisisse,surproduisisses,surproduisÃ®t,surproduisissions,surproduisissiez,surproduisissent,,,,,,,,,,,,
conditionnel présent:surproduirais,surproduirais,surproduirait,surproduirions,surproduiriez,surproduiraient,,,,,,,,,,,,
impératif présent:,surproduis,,surproduisons,surproduisez,,,,,,,,,,,,,
participe présent:,,surproduisant,,,,,,,,,,,,,,,
