1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:descends,descends,descend,descendons,descendez,descendent,,,,,,,,,,,,
indicatif imparfait:descendais,descendais,descendait,descendions,descendiez,descendaient,,,,,,,,,,,,
indicatif futur simple:descendrai,descendras,descendra,descendrons,descendrez,descendront,,,,,,,,,,,,
indicatif passé simple:descendis,descendis,descendit,descendîmes,descendîtes,descendirent,,,,,,,,,,,,
subjonctif présent:descende,descendes,descende,descendions,descendiez,descendent,,,,,,,,,,,,
subjonctif imparfait:descendisse,descendisses,descendÃ®t,descendissions,descendissiez,descendissent,,,,,,,,,,,,
conditionnel présent:descendrais,descendrais,descendrait,descendrions,descendriez,descendraient,,,,,,,,,,,,
impératif présent:,descends,,descendons,descendez,,,,,,,,,,,,,
participe présent:,,descendant,,,,,,,,,,,,,,,
