1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:enduis,enduis,enduit,enduisons,enduisez,enduisent,,,,,,,,,,,,
indicatif imparfait:enduisais,enduisais,enduisait,enduisions,enduisiez,enduisaient,,,,,,,,,,,,
indicatif futur simple:enduirai,enduiras,enduira,enduirons,enduirez,enduiront,,,,,,,,,,,,
indicatif passé simple:enduisis,enduisis,enduisit,enduisîmes,enduisîtes,enduisirent,,,,,,,,,,,,
subjonctif présent:enduise,enduises,enduise,enduisions,enduisiez,enduisent,,,,,,,,,,,,
subjonctif imparfait:enduisisse,enduisisses,enduisÃ®t,enduisissions,enduisissiez,enduisissent,,,,,,,,,,,,
conditionnel présent:enduirais,enduirais,enduirait,enduirions,enduiriez,enduiraient,,,,,,,,,,,,
impératif présent:,enduis,,enduisons,enduisez,,,,,,,,,,,,,
participe présent:,,enduisant,,,,,,,,,,,,,,,
