timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,reconstruis,reconstruis,reconstruit,reconstruis,reconstruis,reconstruit,,,,
IND-IM,reconstruisais,reconstruisais,reconstruisait,reconstruisais,reconstruisais,reconstruisait,,,,
IND-FS,reconstruirai,reconstruiras,reconstruira,reconstruirai,reconstruiras,reconstruira,,,,
IND-PS,reconstruisis,reconstruisis,reconstruisit,reconstruisis,reconstruisis,reconstruisit,,,,
SUB-PR,reconstruise,reconstruises,reconstruise,reconstruise,reconstruises,reconstruise,,,,
SUB-IM,reconstruisisse,reconstruisisses,reconstruis̨t,reconstruisisse,reconstruisisses,reconstruis̨t,,,,
CON-PR,reconstruirais,reconstruirais,reconstruirait,reconstruirais,reconstruirais,reconstruirait,,,,
IMP-PR,,reconstruis,,,reconstruis,,,,,
PAR-PR,,,reconstruisant,,,reconstruisant,,,,
