1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:repars,repars,repart,repartons,repartez,repartent,,,,,,,,,,,,
indicatif imparfait:repartais,repartais,repartait,repartions,repartiez,repartaient,,,,,,,,,,,,
indicatif futur simple:repartirai,repartiras,repartira,repartirons,repartirez,repartiront,,,,,,,,,,,,
indicatif passé simple:repartis,repartis,repartit,repartîmes,repartîtes,repartirent,,,,,,,,,,,,
subjonctif présent:reparte,repartes,reparte,repartions,repartiez,repartent,,,,,,,,,,,,
subjonctif imparfait:repartisse,repartisses,repartÃ®t,repartissions,repartissiez,repartissent,,,,,,,,,,,,
conditionnel présent:repartirais,repartirais,repartirait,repartirions,repartiriez,repartiraient,,,,,,,,,,,,
impératif présent:,repars,,repartons,repartez,,,,,,,,,,,,,
participe présent:,,repartant,,,,,,,,,,,,,,,
