1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:absous,absous,absout,absolvons,absolvez,absolvent,,,,,,,,,,,,
indicatif imparfait:absolvais,absolvais,absolvait,absolvions,absolviez,absolvaient,,,,,,,,,,,,
indicatif futur simple:absoudrai,absoudras,absoudra,absoudrons,absoudrez,absoudront,,,,,,,,,,,,
indicatif passé simple:,,,,,,,,,,,,,,,,,
subjonctif présent:absolve,absolves,absolve,absolvions,absolviez,absolvent,,,,,,,,,,,,
subjonctif imparfait:,,,,,,,,,,,,,,,,,
conditionnel présent:absoudrais,absoudrais,absoudrait,absoudrions,absoudriez,absoudraient,,,,,,,,,,,,
impératif présent:,absous,,absolvons,absolvez,,,,,,,,,,,,,
participe présent:,,absolvant,,,,,,,,,,,,,,,
