1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:plains,plains,plaint,plaignons,plaignez,plaignent,,,,,,,,,,,,
indicatif imparfait:plaignais,plaignais,plaignait,plaignions,plaigniez,plaignaient,,,,,,,,,,,,
indicatif futur simple:plaindrai,plaindras,plaindra,plaindrons,plaindrez,plaindront,,,,,,,,,,,,
indicatif passé simple:plaignis,plaignis,plaignit,plaignîmes,plaignîtes,plaignirent,,,,,,,,,,,,
subjonctif présent:plaigne,plaignes,plaigne,plaignions,plaigniez,plaignent,,,,,,,,,,,,
subjonctif imparfait:plaignisse,plaignisses,plaignÃ®t,plaignissions,plaignissiez,plaignissent,,,,,,,,,,,,
conditionnel présent:plaindrais,plaindrais,plaindrait,plaindrions,plaindriez,plaindraient,,,,,,,,,,,,
impératif présent:,plains,,plaignons,plaignez,,,,,,,,,,,,,
participe présent:,,plaignant,,,,,,,,,,,,,,,
