timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,permets,permets,permet,permets,permets,permet,,,,
IND-IM,permettais,permettais,permettait,permettais,permettais,permettait,,,,
IND-FS,permettrai,permettras,permettra,permettrai,permettras,permettra,,,,
IND-PS,permis,permis,permit,permis,permis,permit,,,,
SUB-PR,permette,permettes,permette,permette,permettes,permette,,,,
SUB-IM,permisse,permisses,perm̨t,permisse,permisses,perm̨t,,,,
CON-PR,permettrais,permettrais,permettrait,permettrais,permettrais,permettrait,,,,
IMP-PR,,permets,,,permets,,,,,
PAR-PR,,,permettant,,,permettant,,,,
