timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,tords,tords,tord,tords,tords,tord,,,,
IND-IM,tordais,tordais,tordait,tordais,tordais,tordait,,,,
IND-FS,tordrai,tordras,tordra,tordrai,tordras,tordra,,,,
IND-PS,tordis,tordis,tordit,tordis,tordis,tordit,,,,
SUB-PR,torde,tordes,torde,torde,tordes,torde,,,,
SUB-IM,tordisse,tordisses,tord̨t,tordisse,tordisses,tord̨t,,,,
CON-PR,tordrais,tordrais,tordrait,tordrais,tordrais,tordrait,,,,
IMP-PR,,tords,,,tords,,,,,
PAR-PR,,,tordant,,,tordant,,,,
