1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:conclus,conclus,conclut,concluons,concluez,concluent,,,,,,,,,,,,
indicatif imparfait:concluais,concluais,concluait,concluions,concluiez,concluaient,,,,,,,,,,,,
indicatif futur simple:conclurai,concluras,conclura,conclurons,conclurez,concluront,,,,,,,,,,,,
indicatif passé simple:conclus,conclus,conclut,conclûmes,conclûtes,conclurent,,,,,,,,,,,,
subjonctif présent:conclue,conclues,conclue,concluions,concluiez,concluent,,,,,,,,,,,,
subjonctif imparfait:conclusse,conclusses,conclÃ»t,conclussions,conclussiez,conclussent,,,,,,,,,,,,
conditionnel présent:conclurais,conclurais,conclurait,conclurions,concluriez,concluraient,,,,,,,,,,,,
impératif présent:,conclus,,concluons,concluez,,,,,,,,,,,,,
participe présent:,,concluant,,,,,,,,,,,,,,,
