timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,atteins,atteins,atteint,atteins,atteins,atteint,,,,
IND-IM,atteignais,atteignais,atteignait,atteignais,atteignais,atteignait,,,,
IND-FS,atteindrai,atteindras,atteindra,atteindrai,atteindras,atteindra,,,,
IND-PS,atteignis,atteignis,atteignit,atteignis,atteignis,atteignit,,,,
SUB-PR,atteigne,atteignes,atteigne,atteigne,atteignes,atteigne,,,,
SUB-IM,atteignisse,atteignisses,atteign̨t,atteignisse,atteignisses,atteign̨t,,,,
CON-PR,atteindrais,atteindrais,atteindrait,atteindrais,atteindrais,atteindrait,,,,
IMP-PR,,atteins,,,atteins,,,,,
PAR-PR,,,atteignant,,,atteignant,,,,
