timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,empreins,empreins,empreint,empreins,empreins,empreint,,,,
IND-IM,empreignais,empreignais,empreignait,empreignais,empreignais,empreignait,,,,
IND-FS,empreindrai,empreindras,empreindra,empreindrai,empreindras,empreindra,,,,
IND-PS,empreignis,empreignis,empreignit,empreignis,empreignis,empreignit,,,,
SUB-PR,empreigne,empreignes,empreigne,empreigne,empreignes,empreigne,,,,
SUB-IM,empreignisse,empreignisses,empreign̨t,empreignisse,empreignisses,empreign̨t,,,,
CON-PR,empreindrais,empreindrais,empreindrait,empreindrais,empreindrais,empreindrait,,,,
IMP-PR,,empreins,,,empreins,,,,,
PAR-PR,,,empreignant,,,empreignant,,,,
