1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:remouds,remouds,remoud,remoulons,remoulez,remoulent,,,,,,,,,,,,
indicatif imparfait:remoulais,remoulais,remoulait,remoulions,remouliez,remoulaient,,,,,,,,,,,,
indicatif futur simple:remoudrai,remoudras,remoudra,remoudrons,remoudrez,remoudront,,,,,,,,,,,,
indicatif passé simple:remoulus,remoulus,remoulut,remoulûmes,remoulûtes,remoulurent,,,,,,,,,,,,
subjonctif présent:remoule,remoules,remoule,remoulions,remouliez,remoulent,,,,,,,,,,,,
subjonctif imparfait:remoulusse,remoulusses,remoulÃ»t,remoulussions,remoulussiez,remoulussent,,,,,,,,,,,,
conditionnel présent:remoudrais,remoudrais,remoudrait,remoudrions,remoudriez,remoudraient,,,,,,,,,,,,
impératif présent:,remouds,,remoulons,remoulez,,,,,,,,,,,,,
participe présent:,,remoulant,,,,,,,,,,,,,,,
