timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,ris,ris,rit,ris,ris,rit,,,,
IND-IM,riais,riais,riait,riais,riais,riait,,,,
IND-FS,rirai,riras,rira,rirai,riras,rira,,,,
IND-PS,ris,ris,rit,ris,ris,rit,,,,
SUB-PR,rie,ries,rie,rie,ries,rie,,,,
SUB-IM,risse,risses,r̨t,risse,risses,r̨t,,,,
CON-PR,rirais,rirais,rirait,rirais,rirais,rirait,,,,
IMP-PR,,ris,,,ris,,,,,
PAR-PR,,,riant,,,riant,,,,
