1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:reteins,reteins,reteint,reteignons,reteignez,reteignent,,,,,,,,,,,,
indicatif imparfait:reteignais,reteignais,reteignait,reteignions,reteigniez,reteignaient,,,,,,,,,,,,
indicatif futur simple:reteindrai,reteindras,reteindra,reteindrons,reteindrez,reteindront,,,,,,,,,,,,
indicatif passé simple:reteignis,reteignis,reteignit,reteignîmes,reteignîtes,reteignirent,,,,,,,,,,,,
subjonctif présent:reteigne,reteignes,reteigne,reteignions,reteigniez,reteignent,,,,,,,,,,,,
subjonctif imparfait:reteignisse,reteignisses,reteignÃ®t,reteignissions,reteignissiez,reteignissent,,,,,,,,,,,,
conditionnel présent:reteindrais,reteindrais,reteindrait,reteindrions,reteindriez,reteindraient,,,,,,,,,,,,
impératif présent:,reteins,,reteignons,reteignez,,,,,,,,,,,,,
participe présent:,,reteignant,,,,,,,,,,,,,,,
