1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:bois,bois,boit,buvons,buvez,boivent,,,,,,,,,,,,
indicatif imparfait:buvais,buvais,buvait,buvions,buviez,buvaient,,,,,,,,,,,,
indicatif futur simple:boirai,boiras,boira,boirons,boirez,boiront,,,,,,,,,,,,
indicatif passé simple:bus,bus,but,bûmes,bûtes,burent,,,,,,,,,,,,
subjonctif présent:boive,boives,boive,buvions,buviez,boivent,,,,,,,,,,,,
subjonctif imparfait:busse,busses,bÃ»t,bussions,bussiez,bussent,,,,,,,,,,,,
conditionnel présent:boirais,boirais,boirait,boirions,boiriez,boiraient,,,,,,,,,,,,
impératif présent:,bois,,buvons,buvez,,,,,,,,,,,,,
participe présent:,,buvant,,,,,,,,,,,,,,,
