timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,recueille,recueilles,recueille,recueille,recueilles,recueille,,,,
IND-IM,recueillais,recueillais,recueillait,recueillais,recueillais,recueillait,,,,
IND-FS,recueillerai,recueilleras,recueillera,recueillerai,recueilleras,recueillera,,,,
IND-PS,recueillis,recueillis,recueillit,recueillis,recueillis,recueillit,,,,
SUB-PR,recueille,recueilles,recueille,recueille,recueilles,recueille,,,,
SUB-IM,recueillisse,recueillisses,recueill̨t,recueillisse,recueillisses,recueill̨t,,,,
CON-PR,recueillerais,recueillerais,recueillerait,recueillerais,recueillerais,recueillerait,,,,
IMP-PR,,recueille,,,recueille,,,,,
PAR-PR,,,recueillant,,,recueillant,,,,
