1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:redécouvre,redécouvres,redécouvre,redécouvrons,redécouvrez,redécouvrent,,,,,,,,,,,,
indicatif imparfait:redécouvrais,redécouvrais,redécouvrait,redécouvrions,redécouvriez,redécouvraient,,,,,,,,,,,,
indicatif futur simple:redécouvrirai,redécouvriras,redécouvrira,redécouvrirons,redécouvrirez,redécouvriront,,,,,,,,,,,,
indicatif passé simple:redécouvris,redécouvris,redécouvrit,redécouvrîmes,redécouvrîtes,redécouvrirent,,,,,,,,,,,,
subjonctif présent:redécouvre,redécouvres,redécouvre,redécouvrions,redécouvriez,redécouvrent,,,,,,,,,,,,
subjonctif imparfait:redécouvrisse,redécouvrisses,redécouvrît,redécouvrissions,redécouvrissiez,redécouvrissent,,,,,,,,,,,,
conditionnel présent:redécouvrirais,redécouvrirais,redécouvrirait,redécouvririons,redécouvririez,redécouvriraient,,,,,,,,,,,,
impératif présent:,redécouvre,,redécouvrons,redécouvrez,,,,,,,,,,,,,
participe présent:,,redécouvrant,,,,,,,,,,,,,,,
