1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:tais,tais,tait,taisons,taisez,taisent,,,,,,,,,,,,
indicatif imparfait:taisais,taisais,taisait,taisions,taisiez,taisaient,,,,,,,,,,,,
indicatif futur simple:tairai,tairas,taira,tairons,tairez,tairont,,,,,,,,,,,,
indicatif passé simple:tus,tus,tut,tûmes,tûtes,turent,,,,,,,,,,,,
subjonctif présent:taise,taises,taise,taisions,taisiez,taisent,,,,,,,,,,,,
subjonctif imparfait:tusse,tusses,tÃ»t,tussions,tussiez,tussent,,,,,,,,,,,,
conditionnel présent:tairais,tairais,tairait,tairions,tairiez,tairaient,,,,,,,,,,,,
impératif présent:,tais,,taisons,taisez,,,,,,,,,,,,,
participe présent:,,taisant,,,,,,,,,,,,,,,
