timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,plains,plains,plaint,plains,plains,plaint,,,,
IND-IM,plaignais,plaignais,plaignait,plaignais,plaignais,plaignait,,,,
IND-FS,plaindrai,plaindras,plaindra,plaindrai,plaindras,plaindra,,,,
IND-PS,plaignis,plaignis,plaignit,plaignis,plaignis,plaignit,,,,
SUB-PR,plaigne,plaignes,plaigne,plaigne,plaignes,plaigne,,,,
SUB-IM,plaignisse,plaignisses,plaign̨t,plaignisse,plaignisses,plaign̨t,,,,
CON-PR,plaindrais,plaindrais,plaindrait,plaindrais,plaindrais,plaindrait,,,,
IMP-PR,,plains,,,plains,,,,,
PAR-PR,,,plaignant,,,plaignant,,,,
