1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:sens,sens,sent,sentons,sentez,sentent,,,,,,,,,,,,
indicatif imparfait:sentais,sentais,sentait,sentions,sentiez,sentaient,,,,,,,,,,,,
indicatif futur simple:sentirai,sentiras,sentira,sentirons,sentirez,sentiront,,,,,,,,,,,,
indicatif passé simple:sentis,sentis,sentit,sentîmes,sentîtes,sentirent,,,,,,,,,,,,
subjonctif présent:sente,sentes,sente,sentions,sentiez,sentent,,,,,,,,,,,,
subjonctif imparfait:sentisse,sentisses,sentÃ®t,sentissions,sentissiez,sentissent,,,,,,,,,,,,
conditionnel présent:sentirais,sentirais,sentirait,sentirions,sentiriez,sentiraient,,,,,,,,,,,,
impératif présent:,sens,,sentons,sentez,,,,,,,,,,,,,
participe présent:,,sentant,,,,,,,,,,,,,,,
