1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:déprends,déprends,déprend,déprenons,déprenez,déprennent,,,,,,,,,,,,
indicatif imparfait:déprenais,déprenais,déprenait,déprenions,dépreniez,déprenaient,,,,,,,,,,,,
indicatif futur simple:déprendrai,déprendras,déprendra,déprendrons,déprendrez,déprendront,,,,,,,,,,,,
indicatif passé simple:dépris,dépris,déprit,déprîmes,déprîtes,déprirent,,,,,,,,,,,,
subjonctif présent:déprenne,déprennes,déprenne,déprenions,dépreniez,déprennent,,,,,,,,,,,,
subjonctif imparfait:déprisse,déprisses,déprît,déprissions,déprissiez,déprissent,,,,,,,,,,,,
conditionnel présent:déprendrais,déprendrais,déprendrait,déprendrions,déprendriez,déprendraient,,,,,,,,,,,,
impératif présent:,déprends,,déprenons,déprenez,,,,,,,,,,,,,
participe présent:,,déprenant,,,,,,,,,,,,,,,
