1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:vaincs,vaincs,vainc,vainquons,vainquez,vainquent,,,,,,,,,,,,
indicatif imparfait:vainquais,vainquais,vainquait,vainquions,vainquiez,vainquaient,,,,,,,,,,,,
indicatif futur simple:vaincrai,vaincras,vaincra,vaincrons,vaincrez,vaincront,,,,,,,,,,,,
indicatif passé simple:vainquis,vainquis,vainquit,vainquîmes,vainquîtes,vainquirent,,,,,,,,,,,,
subjonctif présent:vainque,vainques,vainque,vainquions,vainquiez,vainquent,,,,,,,,,,,,
subjonctif imparfait:vainquisse,vainquisses,vainquÃ®t,vainquissions,vainquissiez,vainquissent,,,,,,,,,,,,
conditionnel présent:vaincrais,vaincrais,vaincrait,vaincrions,vaincriez,vaincraient,,,,,,,,,,,,
impératif présent:,vaincs,,vainquons,vainquez,,,,,,,,,,,,,
participe présent:,,vainquant,,,,,,,,,,,,,,,
