1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:aperçois,aperçois,aperçoit,apercevons,apercevez,aperçoivent,,,,,,,,,,,,
indicatif imparfait:apercevais,apercevais,apercevait,apercevions,aperceviez,apercevaient,,,,,,,,,,,,
indicatif futur simple:apercevrai,apercevras,apercevra,apercevrons,apercevrez,apercevront,,,,,,,,,,,,
indicatif passé simple:aperçus,aperçus,aperçut,aperçûmes,aperçûtes,aperçurent,,,,,,,,,,,,
subjonctif présent:aperçoive,aperçoives,aperçoive,apercevions,aperceviez,aperçoivent,,,,,,,,,,,,
subjonctif imparfait:aperçusse,aperçusses,aperçût,aperçussions,aperçussiez,aperçussent,,,,,,,,,,,,
conditionnel présent:apercevrais,apercevrais,apercevrait,apercevrions,apercevriez,apercevraient,,,,,,,,,,,,
impératif présent:,aperÃ§ois,,apercevons,apercevez,,,,,,,,,,,,,
participe présent:,,apercevant,,,,,,,,,,,,,,,
