1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:recuis,recuis,recuit,recuisons,recuisez,recuisent,,,,,,,,,,,,
indicatif imparfait:recuisais,recuisais,recuisait,recuisions,recuisiez,recuisaient,,,,,,,,,,,,
indicatif futur simple:recuirai,recuiras,recuira,recuirons,recuirez,recuiront,,,,,,,,,,,,
indicatif passé simple:recuisis,recuisis,recuisit,recuisîmes,recuisîtes,recuisirent,,,,,,,,,,,,
subjonctif présent:recuise,recuises,recuise,recuisions,recuisiez,recuisent,,,,,,,,,,,,
subjonctif imparfait:recuisisse,recuisisses,recuisÃ®t,recuisissions,recuisissiez,recuisissent,,,,,,,,,,,,
conditionnel présent:recuirais,recuirais,recuirait,recuirions,recuiriez,recuiraient,,,,,,,,,,,,
impératif présent:,recuis,,recuisons,recuisez,,,,,,,,,,,,,
participe présent:,,recuisant,,,,,,,,,,,,,,,
