1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:enquiers,enquiers,enquiert,enquérons,enquérez,enquièrent,,,,,,,,,,,,
indicatif imparfait:enquérais,enquérais,enquérait,enquérions,enquériez,enquéraient,,,,,,,,,,,,
indicatif futur simple:enquerrai,enquerras,enquerra,enquerrons,enquerrez,enquerront,,,,,,,,,,,,
indicatif passé simple:enquis,enquis,enquit,enquîmes,enquîtes,enquirent,,,,,,,,,,,,
subjonctif présent:enquière,enquières,enquière,enquérions,enquériez,enquièrent,,,,,,,,,,,,
subjonctif imparfait:enquisse,enquisses,enquÃ®t,enquissions,enquissiez,enquissent,,,,,,,,,,,,
conditionnel présent:enquerrais,enquerrais,enquerrait,enquerrions,enquerriez,enquerraient,,,,,,,,,,,,
impératif présent:,enquiers,,enquérons,enquérez,,,,,,,,,,,,,
participe présent:,,enquérant,,,,,,,,,,,,,,,
