timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,forfais,forfais,forfait,forfais,forfais,forfait,,,,
IND-IM,forfaisais,forfaisais,forfaisait,forfaisais,forfaisais,forfaisait,,,,
IND-FS,forferai,forferas,forfera,forferai,forferas,forfera,,,,
IND-PS,forfis,forfis,forfit,forfis,forfis,forfit,,,,
SUB-PR,forfasse,forfasses,forfasse,forfasse,forfasses,forfasse,,,,
SUB-IM,forfisse,forfisses,forf̨t,forfisse,forfisses,forf̨t,,,,
CON-PR,forferais,forferais,forferait,forferais,forferais,forferait,,,,
IMP-PR,,forfais,,,forfais,,,,,
PAR-PR,,,forfaisant,,,forfaisant,,,,
