1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:rejoins,rejoins,rejoint,rejoignons,rejoignez,rejoignent,,,,,,,,,,,,
indicatif imparfait:rejoignais,rejoignais,rejoignait,rejoignions,rejoigniez,rejoignaient,,,,,,,,,,,,
indicatif futur simple:rejoindrai,rejoindras,rejoindra,rejoindrons,rejoindrez,rejoindront,,,,,,,,,,,,
indicatif passé simple:rejoignis,rejoignis,rejoignit,rejoignîmes,rejoignîtes,rejoignirent,,,,,,,,,,,,
subjonctif présent:rejoigne,rejoignes,rejoigne,rejoignions,rejoigniez,rejoignent,,,,,,,,,,,,
subjonctif imparfait:rejoignisse,rejoignisses,rejoignÃ®t,rejoignissions,rejoignissiez,rejoignissent,,,,,,,,,,,,
conditionnel présent:rejoindrais,rejoindrais,rejoindrait,rejoindrions,rejoindriez,rejoindraient,,,,,,,,,,,,
impératif présent:,rejoins,,rejoignons,rejoignez,,,,,,,,,,,,,
participe présent:,,rejoignant,,,,,,,,,,,,,,,
