1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:rendors,rendors,rendort,rendormons,rendormez,rendorment,,,,,,,,,,,,
indicatif imparfait:rendormais,rendormais,rendormait,rendormions,rendormiez,rendormaient,,,,,,,,,,,,
indicatif futur simple:rendormirai,rendormiras,rendormira,rendormirons,rendormirez,rendormiront,,,,,,,,,,,,
indicatif passé simple:rendormis,rendormis,rendormit,rendormîmes,rendormîtes,rendormirent,,,,,,,,,,,,
subjonctif présent:rendorme,rendormes,rendorme,rendormions,rendormiez,rendorment,,,,,,,,,,,,
subjonctif imparfait:rendormisse,rendormisses,rendormÃ®t,rendormissions,rendormissiez,rendormissent,,,,,,,,,,,,
conditionnel présent:rendormirais,rendormirais,rendormirait,rendormirions,rendormiriez,rendormiraient,,,,,,,,,,,,
impératif présent:,rendors,,rendormons,rendormez,,,,,,,,,,,,,
participe présent:,,rendormant,,,,,,,,,,,,,,,
