timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,rebats,rebats,,rebats,rebats,,,,,
IND-IM,rebattais,rebattais,rebattait,rebattais,rebattais,rebattait,,,,
IND-FS,rebattrai,rebattras,rebattra,rebattrai,rebattras,rebattra,,,,
IND-PS,rebattis,rebattis,rebattit,rebattis,rebattis,rebattit,,,,
SUB-PR,rebatte,rebattes,rebatte,rebatte,rebattes,rebatte,,,,
SUB-IM,rebattisse,rebattisses,rebatt̨t,rebattisse,rebattisses,rebatt̨t,,,,
CON-PR,rebattrais,rebattrais,rebattrait,rebattrais,rebattrais,rebattrait,,,,
IMP-PR,,rebats,,,rebats,,,,,
PAR-PR,,,rebattant,,,rebattant,,,,
