timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,commets,commets,commet,commets,commets,commet,,,,
IND-IM,commettais,commettais,commettait,commettais,commettais,commettait,,,,
IND-FS,commettrai,commettras,commettra,commettrai,commettras,commettra,,,,
IND-PS,commis,commis,commit,commis,commis,commit,,,,
SUB-PR,commette,commettes,commette,commette,commettes,commette,,,,
SUB-IM,commisse,commisses,comm̨t,commisse,commisses,comm̨t,,,,
CON-PR,commettrais,commettrais,commettrait,commettrais,commettrais,commettrait,,,,
IMP-PR,,commets,,,commets,,,,,
PAR-PR,,,commettant,,,commettant,,,,
