timecode,1S,2S,3S,1S,2S,3S,3SM,3SF,3PM,3PF
IND-PR,obviens,obviens,obvient,obviens,obviens,obvient,,,,
IND-IM,obvenais,obvenais,obvenait,obvenais,obvenais,obvenait,,,,
IND-FS,obviendrai,obviendras,obviendra,obviendrai,obviendras,obviendra,,,,
IND-PS,obvins,obvins,obvint,obvins,obvins,obvint,,,,
SUB-PR,obvienne,obviennes,obvienne,obvienne,obviennes,obvienne,,,,
SUB-IM,obvinsse,obvinsses,obv̨nt,obvinsse,obvinsses,obv̨nt,,,,
CON-PR,obviendrais,obviendrais,obviendrait,obviendrais,obviendrais,obviendrait,,,,
IMP-PR,,obviens,,,obviens,,,,,
PAR-PR,,,obvenant,,,obvenant,,,,
