1S,2S,3S,1P,2P,3P,1SM,2SM,3SM,1PM,2PM,3PM,1SF,2SF,3SF,1PF,2PF,3PF
indicatif présent:revends,revends,revend,revendons,revendez,revendent,,,,,,,,,,,,
indicatif imparfait:revendais,revendais,revendait,revendions,revendiez,revendaient,,,,,,,,,,,,
indicatif futur simple:revendrai,revendras,revendra,revendrons,revendrez,revendront,,,,,,,,,,,,
indicatif passé simple:revendis,revendis,revendit,revendîmes,revendîtes,revendirent,,,,,,,,,,,,
subjonctif présent:revende,revendes,revende,revendions,revendiez,revendent,,,,,,,,,,,,
subjonctif imparfait:revendisse,revendisses,revendÃ®t,revendissions,revendissiez,revendissent,,,,,,,,,,,,
conditionnel présent:revendrais,revendrais,revendrait,revendrions,revendriez,revendraient,,,,,,,,,,,,
impératif présent:,revends,,revendons,revendez,,,,,,,,,,,,,
participe présent:,,revendant,,,,,,,,,,,,,,,
